,Population,swimming school,gym / fitness,football field,rink,baseball field,hockey field,badminton court,ski tracking,tennis court,athletics stadium,volleyball court,basketball court,sport club,total_sports,Crime_Rate
28,225677,0.0,0.44311117216198376,0.013293335164859511,0.013293335164859511,0.039880005494578534,0.0,0.0,0.013293335164859511,0.026586670329719023,0.008862223443239675,0.004431111721619837,0.026586670329719023,0.004431111721619837,0.5937689706970583,2741.97
29,266259,0.0,0.3042150687864072,0.018778707949778223,0.02629019112968951,0.05258038225937902,0.0037557415899556446,0.0,0.04882464066942338,0.05258038225937902,0.0037557415899556446,0.018778707949778223,0.05258038225937902,0.018778707949778223,0.6009186543929032,3572.4600000000005
30,217277,0.0,0.4602419952410977,0.04602419952410977,0.023012099762054886,0.11045807885786346,0.013807259857232933,0.0,0.11045807885786346,0.013807259857232933,0.013807259857232933,0.009204839904821955,0.05522903942893173,0.004602419952410977,0.8606525311008527,5102.7
31,391084,0.0025569954280921744,0.19433165253500526,0.010227981712368698,0.007670986284276524,0.03324094056519827,0.0025569954280921744,0.0,0.007670986284276524,0.005113990856184349,0.012784977140460873,0.005113990856184349,0.017898967996645223,0.0025569954280921744,0.3017254605148766,6583.5
32,322332,0.003102391323231947,0.3102391323231947,0.018614347939391682,0.012409565292927789,0.040331087202015316,0.0,0.0,0.031023913232319473,0.04343347852524726,0.012409565292927789,0.009307173969695841,0.031023913232319473,0.003102391323231947,0.5149969596565033,4145.7300000000005
33,227403,0.0,0.3913756634696992,0.017589917459312324,0.017589917459312324,0.026384876188968485,0.0,0.0,0.004397479364828081,0.017589917459312324,0.008794958729656162,0.008794958729656162,0.017589917459312324,0.008794958729656162,0.5189025650497135,6693.84
34,397447,0.0,0.25160587449395766,0.022644528704456192,0.002516058744939577,0.05535329238867069,0.0,0.0,0.012580293724697884,0.02516058744939577,0.022644528704456192,0.010064234979758307,0.0327087636842145,0.012580293724697884,0.44785845659924467,5375.57
35,418971,0.0023868000410529606,0.23868000410529608,0.03341520057474145,0.052509600903165136,0.23868000410529608,0.0023868000410529606,0.0,0.08353800143685362,0.05967000102632402,0.03818880065684737,0.019094400328423685,0.05728320098527106,0.026254800451582568,0.852087614655907,5768.179999999999
36,306696,0.00978167305735973,0.32605576857865765,0.042387249915225494,0.06521115371573154,0.14346453817460939,0.0,0.0,0.06521115371573154,0.03912669222943892,0.035866134543652346,0.016302788428932884,0.01956334611471946,0.013042230743146307,0.7760127292172052,4262.86
37,484948,0.0,0.20620767587452674,0.01649661406996214,0.012372460552471605,0.045365688692395885,0.0,0.0020620767587452675,0.030931151381179012,0.028869074622433745,0.020620767587452675,0.010310383793726337,0.01649661406996214,0.0,0.38973250740285553,6309.55
38,310284,0.0,0.32228539015869334,0.016114269507934667,0.022559977311108533,0.12246844826030347,0.016114269507934667,0.0,0.03545139291745627,0.025782831212695468,0.0290056851142824,0.0096685617047608,0.0096685617047608,0.016114269507934667,0.625233656907865,8188.3099999999995
39,299285,0.0,0.3341296757271497,0.016706483786357484,0.01002389027181449,0.05346074811634395,0.0,0.0,0.04009556108725796,0.04009556108725796,0.02004778054362898,0.006682593514542994,0.02004778054362898,0.003341296757271497,0.544631371435254,2025.17
40,242537,0.0,0.3999389783826797,0.012369246754103497,0.012369246754103497,0.08246164502735664,0.0,0.0,0.012369246754103497,0.03710774026231049,0.03710774026231049,0.004123082251367832,0.04535390476504616,0.01649232900547133,0.6596931602188532,3405.26
41,248531,0.00402364292583219,0.402364292583219,0.03218914340665752,0.00804728585166438,0.040236429258321896,0.0,0.0,0.020118214629160948,0.036212786332489706,0.00402364292583219,0.01609457170332876,0.01609457170332876,0.020118214629160948,0.5995227959489963,3766.5299999999997
42,267906,0.014930609990071144,0.3732652497517786,0.2948795473039051,0.14184079490567586,0.3284734197815652,0.011197957492553357,0.007465304995035572,0.059722439960284576,0.2127611923585138,0.23515710734362053,0.0783857024478735,0.3732652497517786,0.1642367098907826,2.2955812859734386,2330.6699999999996
43,283673,0.0,0.3525185689156176,0.11985631343131,0.03172667120240558,0.16920891307949645,0.0070503713783123525,0.0,0.021151114134937057,0.0881296422289044,0.14453261325540323,0.01762592844578088,0.14453261325540323,0.021151114134937057,1.117483863462508,3316.84
44,256169,0.0,0.3708489317598929,0.027325710761255267,0.03903672965893609,0.0819771322837658,0.015614691863574438,0.0,0.019518364829468046,0.031229383727148875,0.011711018897680829,0.0039036729658936094,0.05074774855661692,0.015614691863574438,0.6675280771678073,4930.339999999999
45,385351,0.0,0.2595036732744952,0.01297518366372476,0.015570220396469712,0.0648759183186238,0.002595036732744952,0.0,0.02854540406019447,0.023355330594704567,0.018165257129214664,0.010380146930979809,0.018165257129214664,0.010380146930979809,0.4645115751613464,6538.45
46,404868,0.0,0.15807621249394865,0.017289585741525632,0.007409822460653843,0.014819644921307686,0.0,0.0,0.014819644921307686,0.007409822460653843,0.0024699408202179477,0.004939881640435895,0.007409822460653843,0.0024699408202179477,0.23711431874092298,6532.009999999999
47,305932,0.0,0.32687002340389365,0.02941830210635043,0.019612201404233618,0.2549586182550371,0.006537400468077873,0.0,0.14709151053175215,0.055567903978661924,0.039224402808467236,0.0032687002340389365,0.026149601872311492,0.016343501170194685,0.925042166233019,3815.23
48,397377,0.0,0.2516501961613279,0.042780533347425743,0.002516501961613279,0.08304456473323821,0.002516501961613279,0.0,0.05033003923226558,0.020132015692906232,0.015099011769679675,0.015099011769679675,0.017615513731292953,0.010066007846453116,0.5108498982074956,3721.91
49,329256,0.0030371504239861988,0.13970891950336514,0.015185752119930994,0.0,0.012148601695944795,0.0,0.0,0.0,0.0060743008479723975,0.0060743008479723975,0.0,0.015185752119930994,0.0030371504239861988,0.20045192798308914,4285.110000000001
50,236243,0.004232929652942098,0.3978953873765572,0.050795155835305174,0.008465859305884196,0.08889152271178405,0.004232929652942098,0.004232929652942098,0.04232929652942098,0.025397577917652587,0.02116464826471049,0.004232929652942098,0.01693171861176839,0.02116464826471049,0.689967533429562,3355.4399999999996
51,242062,0.004131173005263114,0.4131173005263114,0.04131173005263114,0.004131173005263114,0.04131173005263114,0.0,0.0,0.06196759507894671,0.02065586502631557,0.012393519015789342,0.004131173005263114,0.04131173005263114,0.02065586502631557,0.6651188538473614,2775.73
52,260669,0.007672565590845095,0.17263272579401465,0.03069026236338038,0.0,0.023017696772535286,0.0,0.0,0.0038362827954225476,0.007672565590845095,0.011508848386267643,0.0,0.04603539354507057,0.01918141397711274,0.322247754815494,2832.71
53,290413,0.017216860126784958,0.34433720253569916,0.08952767265928178,0.010330116076070974,0.10330116076070975,0.0034433720253569913,0.0034433720253569913,0.08952767265928178,0.02410360417749894,0.03099034822821292,0.03099034822821292,0.05509395240571186,0.010330116076070974,0.81263579798425,1892.1399999999999
54,240119,0.004164601718314669,0.3081805271552855,0.016658406873258674,0.004164601718314669,0.04997522061977603,0.004164601718314669,0.0,0.008329203436629337,0.020823008591573346,0.0,0.0,0.004164601718314669,0.004164601718314669,0.42478937526809624,2699.5
55,245190,0.0,0.40784697581467433,0.020392348790733716,0.020392348790733716,0.04894163709776092,0.004078469758146744,0.0,0.01223540927444023,0.016313879032586975,0.016313879032586975,0.0,0.02447081854888046,0.008156939516293487,0.5791427056568376,4308.09
56,454353,0.0022009318745556867,0.19368200496090043,0.013205591247334121,0.0022009318745556867,0.011004659372778435,0.0,0.0,0.013205591247334121,0.017607454996445494,0.008803727498222747,0.008803727498222747,0.008803727498222747,0.0066027956236670605,0.2861211436922393,2083.3999999999996
57,217066,0.0,0.41462043802345827,0.04146204380234583,0.009213787511632406,0.02764136253489722,0.0,0.0,0.09674476887214027,0.018427575023264812,0.004606893755816203,0.004606893755816203,0.05988961882561064,0.01382068126744861,0.6910340633724305,7881.009999999999
58,255850,0.007817080320500294,0.3908540160250147,0.039085401602501464,0.015634160641000587,0.08989642368575337,0.003908540160250147,0.0,0.027359781121751026,0.05081102208325191,0.015634160641000587,0.015634160641000587,0.039085401602501464,0.01172562048075044,0.7074457690052766,3040.46
